"Code CCAM de l’acte, Code de la consultation et éventuellement de la majoration","ccam","label","chapterCode","chapterLabel","parentCode","parentLabel","topographie","topographieLabel","action","actionLabel","modeAcces","modeAccesLabel","code","Famille d’acte","familleLabel"
"AHQP0110","AHQP011","mesure des vitesses de la conduction sensitive et de l'amplitude du potentiel sensitif de 2 à 4 nerfs","01","système nerveux central, périphérique et autonome","01.01.01.02","mesure des vitesses de conduction","AH","nerfs spinaux (y compris la partie intrarachidienne)","Q","guider/enregistrer/examiner/mesurer","P","acte par autre moyen, sans accès, ou non précisé","011","106","électromyogramme (EMG)"
"AHQP0120","AHQP012","mesure des vitesses de la conduction sensitive et de l'amplitude du potentiel sensitif de 5 nerfs ou plus","01","système nerveux central, périphérique et autonome","01.01.01.02","mesure des vitesses de conduction","AH","nerfs spinaux (y compris la partie intrarachidienne)","Q","guider/enregistrer/examiner/mesurer","P","acte par autre moyen, sans accès, ou non précisé","012","106","électromyogramme (EMG)"
"AHRP0010","AHRP001","épreuve de stimulation répétitive d'au moins 2 nerfs pour recherche de bloc de la jonction neuromusculaire","01","système nerveux central, périphérique et autonome","01.01.01.03","étude des latences et des réflexes","AH","nerfs spinaux (y compris la partie intrarachidienne)","R","éduquer/provoquer/rééduquer","P","acte par autre moyen, sans accès, ou non précisé","001","106","électromyogramme (EMG)"
"ALQP0020","ALQP002","test d'évaluation de l'efficience intellectuelle de l'enfant","01","système nerveux central, périphérique et autonome","01.01.13","tests neuropsychologiques","AL","psychologie, cognition","Q","guider/enregistrer/examiner/mesurer","P","acte par autre moyen, sans accès, ou non précisé","002","201","test d’évaluation neuropsychologique"
"ALQP0030","ALQP003","test d'évaluation d'une dépression","01","système nerveux central, périphérique et autonome","01.01.13","tests neuropsychologiques","AL","psychologie, cognition","Q","guider/enregistrer/examiner/mesurer","P","acte par autre moyen, sans accès, ou non précisé","003","201","test d’évaluation neuropsychologique"
"ALQP0040","ALQP004","test d'évaluation des aspects psychopathologiques de la personnalité","01","système nerveux central, périphérique et autonome","01.01.13","tests neuropsychologiques","AL","psychologie, cognition","Q","guider/enregistrer/examiner/mesurer","P","acte par autre moyen, sans accès, ou non précisé","004","201","test d’évaluation neuropsychologique"
"ALQP0050","ALQP005","test d'évaluation de l'efficience intellectuelle de l'adulte","01","système nerveux central, périphérique et autonome","01.01.13","tests neuropsychologiques","AL","psychologie, cognition","Q","guider/enregistrer/examiner/mesurer","P","acte par autre moyen, sans accès, ou non précisé","005","201","test d’évaluation neuropsychologique"
"ALQP0060","ALQP006","test d'évaluation d'un déficit cognitif","01","système nerveux central, périphérique et autonome","01.01.13","tests neuropsychologiques","AL","psychologie, cognition","Q","guider/enregistrer/examiner/mesurer","P","acte par autre moyen, sans accès, ou non précisé","006","201","test d’évaluation neuropsychologique"
"AMQP0090","AMQP009","évaluation diurne de la vigilance ou de l'endormissement par épreuves itératives","01","système nerveux central, périphérique et autonome","01.01.01.06","polysomnographie","AM","sommeil","Q","guider/enregistrer/examiner/mesurer","P","acte par autre moyen, sans accès, ou non précisé","009","120","exploration du sommeil"
"AMQP0100","AMQP010","polysomnographie de 4 à 8 heures, sans enregistrement vidéo","01","système nerveux central, périphérique et autonome","01.01.01.06","polysomnographie","AM","sommeil","Q","guider/enregistrer/examiner/mesurer","P","acte par autre moyen, sans accès, ou non précisé","010","120","exploration du sommeil"
"AMQP0120","AMQP012","polysomnographie de 8 à 12 heures, sans enregistrement vidéo","01","système nerveux central, périphérique et autonome","01.01.01.06","polysomnographie","AM","sommeil","Q","guider/enregistrer/examiner/mesurer","P","acte par autre moyen, sans accès, ou non précisé","012","120","exploration du sommeil"
"AMQP0130","AMQP013","polysomnographie de 8 à 12 heures, avec enregistrement vidéo","01","système nerveux central, périphérique et autonome","01.01.01.06","polysomnographie","AM","sommeil","Q","guider/enregistrer/examiner/mesurer","P","acte par autre moyen, sans accès, ou non précisé","013","120","exploration du sommeil"
"AMQP0140","AMQP014","polysomnographie de 12 à 24 heures, sans enregistrement vidéo","01","système nerveux central, périphérique et autonome","01.01.01.06","polysomnographie","AM","sommeil","Q","guider/enregistrer/examiner/mesurer","P","acte par autre moyen, sans accès, ou non précisé","014","120","exploration du sommeil"
"AMQP0150","AMQP015","polysomnographie de 12 à 24 heures, avec enregistrement vidéo","01","système nerveux central, périphérique et autonome","01.01.01.06","polysomnographie","AM","sommeil","Q","guider/enregistrer/examiner/mesurer","P","acte par autre moyen, sans accès, ou non précisé","015","120","exploration du sommeil"
"ANLB0040","ANLB004","injection intrathécale d'agent pharmacologique à visée antalgique, avec évaluation diagnostique et pronostique","01","système nerveux central, périphérique et autonome","01.01.12.01","injection au niveau du système nerveux central à visée diagnostique","AN","sensibilité, douleur","L","appliquer/implanter/injecter","B","accès transpariétal","004","136","injection de médicament en péridural pour exploration ou traitement de la douleur"
"ANQP0040","ANQP004","enregistrement des potentiels évoqués somesthésiques cérébraux par stimulation bilatérale d'un ou de 2 nerfs des membres supérieurs ou inférieurs","01","système nerveux central, périphérique et autonome","01.01.09.03","potentiels évoqués somesthésiques cérébraux [PESc]","AN","sensibilité, douleur","Q","guider/enregistrer/examiner/mesurer","P","acte par autre moyen, sans accès, ou non précisé","004","127","exploration sensorielle et motrice"
"ANQP0060","ANQP006","enregistrement des potentiels évoqués somesthésiques cérébraux par stimulation bilatérale de 3 nerfs ou plus des membres supérieurs et inférieurs","01","système nerveux central, périphérique et autonome","01.01.09.03","potentiels évoqués somesthésiques cérébraux [PESc]","AN","sensibilité, douleur","Q","guider/enregistrer/examiner/mesurer","P","acte par autre moyen, sans accès, ou non précisé","006","127","exploration sensorielle et motrice"
"AZRP0010","AZRP001","séance d'électroconvulsivothérapie [sismothérapie]","01","système nerveux central, périphérique et autonome","01.07","aUTRES ACTES THÉRAPEUTIQUES SUR LE SYSTÈME NERVEUX","AZ","système nerveux, sans précision","R","éduquer/provoquer/rééduquer","P","acte par autre moyen, sans accès, ou non précisé","001","104","électrochoc"
"BAAA0020","BAAA002","allongement du muscle releveur de la paupière supérieure et/ou section de sa lame profonde [muscle de Müller], sans interposition de matériau inerte ni autogreffe","02","oeil et annexes","02.02.09","autres plasties du sourcil et de la paupière","BA","paupières, sourcils","A","agrandir","A","abord ouvert","002","27","chirurgie de la paupière et du sourcil"
"BABA0010","BABA001","raccourcissement du muscle releveur de la paupière supérieure","02","oeil et annexes","02.02.09","autres plasties du sourcil et de la paupière","BA","paupières, sourcils","B","combler/comprimer/rétrécir","A","abord ouvert","001","27","chirurgie de la paupière et du sourcil"
"BAEA0010","BAEA001","repositionnement du bord libre de la paupière, sans autogreffe ni lambeau","02","oeil et annexes","02.02.06","reconstruction du sourcil et de la paupière","BA","paupières, sourcils","E","déplacer/replacer","A","abord ouvert","001","27","chirurgie de la paupière et du sourcil"
"BAEA0020","BAEA002","repositionnement du bord libre de la paupière, avec autogreffe ou lambeau","02","oeil et annexes","02.02.06","reconstruction du sourcil et de la paupière","BA","paupières, sourcils","E","déplacer/replacer","A","abord ouvert","002","27","chirurgie de la paupière et du sourcil"
"BAFA0020","BAFA002","exérèse transfixiante de lésion d'une paupière, avec libération du canthus latéral","02","oeil et annexes","02.02.03","exérèse de lésion du sourcil et de la paupière","BA","paupières, sourcils","F","exciser","A","abord ouvert","002","27","chirurgie de la paupière et du sourcil"
"BAFA0050","BAFA005","exérèse non transfixiante de lésions multiples unilatérales de paupière","02","oeil et annexes","02.02.03","exérèse de lésion du sourcil et de la paupière","BA","paupières, sourcils","F","exciser","A","abord ouvert","005","27","chirurgie de la paupière et du sourcil"
"BAFA0060","BAFA006","exérèse non transfixiante d'une lésion d'une paupière","02","oeil et annexes","02.02.03","exérèse de lésion du sourcil et de la paupière","BA","paupières, sourcils","F","exciser","A","abord ouvert","006","27","chirurgie de la paupière et du sourcil"
"BAFA0080","BAFA008","résection bilatérale cutanée, musculaire et/ou graisseuse au niveau des paupières supérieures, par abord cutané","02","oeil et annexes","02.02.04","résection de paupière","BA","paupières, sourcils","F","exciser","A","abord ouvert","008","27","chirurgie de la paupière et du sourcil"
"BAFA0120","BAFA012","exérèse de lésion cutanée du sourcil","02","oeil et annexes","02.02.03","exérèse de lésion du sourcil et de la paupière","BA","paupières, sourcils","F","exciser","A","abord ouvert","012","27","chirurgie de la paupière et du sourcil"
"BAFA0130","BAFA013","exérèse de chalazion","02","oeil et annexes","02.02.03","exérèse de lésion du sourcil et de la paupière","BA","paupières, sourcils","F","exciser","A","abord ouvert","013","27","chirurgie de la paupière et du sourcil"
"BALB0010","BALB001","séance d'injection unilatérale ou bilatérale de toxine botulique au niveau des paupières","02","oeil et annexes","02.02.10","autres actes thérapeutiques sur le sourcil et la paupière","BA","paupières, sourcils","L","appliquer/implanter/injecter","B","accès transpariétal","001","137","injection de toxine botulique (paupières, face et membres) - hors esthétique"
"BAMA0040","BAMA004","réparation de perte de substance cutanée de la paupière par lambeau local ou autogreffe","02","oeil et annexes","02.02.05","réparation de perte de substance de la paupière","BA","paupières, sourcils","M","fabriquer/préparer/régler/réparer/réviser","A","abord ouvert","004","27","chirurgie de la paupière et du sourcil"
