code,label
AHCA017,"Suture de plaies du nerf médian et du nerf ulnaire au poignet avec suture de plaies de l'artère radiale et de l'artère ulnaire, par abord direct"
AHCA018,"Suture de plaie du nerf médian ou du nerf ulnaire au poignet, par abord direct"
AHCA019,"Suture de plaie du nerf circonflexe, par abord direct"
AHCA020,"Suture, autogreffe non pédiculée et/ou neurotisation du plexus brachial, par abord supraclaviculaire et par abord infraclaviculaire"
AHCA021,"Suture de plaie du nerf fibulaire commun [sciatique poplité externe], par abord direct"
AHCA022,"Suture, autogreffe non pédiculée et/ou neurotisation du plexus brachial, par abord infraclaviculaire"
AHCA023,"Suture de plaie d'un nerf digital palmaire, sur un rayon de la main"
AHEA001,"Autogreffe pédiculée d'un nerf spinal profond, par abord direct"
AHEA002,"Autogreffe du nerf musculocutané, par abord direct"
AHEA003,"Autogreffe nerveuse à la cheville ou au pied, par abord direct"
AHEA004,"Autogreffe du nerf médian à l'avant-bras, par abord direct"
AHEA005,"Autogreffe du nerf médian et du nerf ulnaire au poignet, par abord direct"
AHEA006,"Autogreffe du nerf sciatique à la cuisse, par abord direct"
AHEA007,"Neurotisation d'un nerf spinal profond sans libération nerveuse, par abord direct"
AHEA008,"Autogreffe du nerf médian ou du nerf ulnaire au poignet, par abord direct"
AHEA009,"Autogreffe du nerf tibial [sciatique poplité interne] ou du nerf fibulaire commun [sciatique poplité externe], par abord direct"
AHEA010,"Autogreffe du nerf circonflexe, par abord direct"
AHEA011,"Autogreffe du nerf ulnaire à l'avant-bras, par abord direct"
AHEA012,"Autogreffe d'un nerf cervicofacial, par abord direct"
AHEA013,"Autogreffe du nerf fémoral [crural], par abord direct"
AHEA014,"Autogreffe du nerf radial, par abord direct"
AHEA015,"Neurotisation d'un nerf spinal profond avec libération nerveuse, par abord direct"
AHEA016,"Autogreffe nerveuse à la main, par abord direct"
AHEA017,"Autogreffe du nerf sciatique à la fesse, par abord direct"
AHEA018,"Autogreffe pédiculée du plexus brachial, par abord supraclaviculaire et par abord infraclaviculaire"
AHFA001,"Exérèse de tumeur d'un nerf spinal avec réparation immédiate, par abord direct"
AHFA002,"Exérèse de tumeur nerveuse cervicale superficielle, par cervicotomie"
AHFA003,"Exérèse de lésion de la queue de cheval étendue sur plusieurs étages vertébraux [lésion géante de la queue de cheval], par abord postérieur"
AHFA004,"Exérèse de tumeur d'un nerf spinal sans réparation immédiate, par abord direct"
AHFA005,"Résection du nerf présacral, par laparotomie"
AHFA007,"Exérèse de lésion de la queue de cheval sur un étage vertébral, par abord postérieur"
AHFA008,"Exérèse de tumeur du plexus brachial ou du plexus lombosacral avec réparation immédiate, par abord direct"
AHFA009,Prélèvement peropératoire d'autogreffe nerveuse sur un membre différent du membre opéré
AHFA010,"Exérèse de tumeur nerveuse cervicale profonde, par cervicotomie"
AHFA011,"Exérèse de tumeur nerveuse cervicale profonde, par cervicotomie et par thoracotomie"
AHFA012,"Exérèse de lipome de la queue de cheval avec fermeture de méningocèle ou de myéloméningocèle, par abord postérieur"
AHHA001,"Biopsie de nerf périphérique, par abord direct"
AHHA002,"Biopsie neuromusculaire, par abord direct"
AHHB001,"Biopsie de nerf périphérique, par voie transcutanée"
AHLB001,Bloc anesthésique continu du plexus brachial
AHLB002,"Infiltration thérapeutique de nerf superficiel d'un membre, avec stimulodétection électrique"
AHLB003,Infiltration thérapeutique unilatérale ou bilatérale du nerf grand occipital [grand nerf occipital d'Arnold]
AHLB004,"Infiltration thérapeutique d'un nerf profond dans un canal ostéofibreux, sans guidage"
AHLB005,"Infiltration anesthésique de tronc nerveux profond avec évaluation diagnostique et pronostique, sans guidage"
AHLB006,Infiltration thérapeutique du nerf médian dans le canal carpien
AHLB007,"Infiltration anesthésique de tronc nerveux superficiel avec évaluation diagnostique et pronostique, sans stimulodétection électrique"
AHLB008,"Infiltration anesthésique du plexus brachial, avec évaluation diagnostique et pronostique"
AHLB009,Bloc anesthésique continu d'un nerf profond d'un membre
AHLB010,"Infiltration thérapeutique de nerf de la paroi du tronc, avec stimulodétection"
AHLB011,"Infiltration thérapeutique de nerf spinal à l'émergence rachidienne, sans guidage"
AHLB012,"Infiltration thérapeutique de nerf profond d'un membre, sans guidage"
AHLB013,"Bloc anesthésique continu du plexus lombosacral, sans guidage"
AHLB014,"Infiltration thérapeutique de nerf superficiel d'un membre, sans stimulodétection électrique"
AHLB015,"Infiltration thérapeutique de nerf de la paroi du tronc, sans stimulodétection"
AHLB016,Infiltration thérapeutique du plexus brachial
AHLB017,"Infiltration anesthésique de tronc nerveux superficiel avec évaluation diagnostique et pronostique, avec stimulodétection électrique"
AHLH001,"Infiltration anesthésique de nerf spinal à son émergence rachidienne avec évaluation diagnostique et pronostique, avec guidage radiologique"
AHLH002,"Infiltration thérapeutique du plexus lombosacral, avec guidage radiologique"
AHLH003,"Infiltration thérapeutique du plexus lombosacral, avec guidage scanographique"
AHLH004,"Infiltration thérapeutique de nerf pelvien profond, avec guidage scanographique"
AHLH005,"Infiltration anesthésique du plexus lombosacral avec évaluation diagnostique et pronostique, avec guidage scanographique"
AHLH006,"Infiltration thérapeutique de nerf profond d'un membre, avec guidage radiologique"
AHLH007,"Infiltration thérapeutique de nerf spinal à l'émergence rachidienne, avec guidage scanographique"
AHLH008,"Infiltration anesthésique unilatérale ou bilatérale du nerf grand occipital [d'Arnold] avec évaluation diagnostique et pronostique, avec guidage radiologique"
AHLH009,"Infiltration anesthésique de tronc nerveux profond avec évaluation diagnostique et pronostique, avec guidage radiologique"
AHLH010,"Infiltration thérapeutique de nerf pelvien profond, avec guidage radiologique"
AHLH011,"Infiltration anesthésique de branche dorsale de nerf spinal avec évaluation diagnostique et pronostique, avec guidage radiologique"
AHLH012,"Bloc anesthésique continu d'un nerf spinal à son émergence rachidienne, avec guidage radiologique"
AHLH013,"Bloc anesthésique continu d'un nerf spinal à son émergence rachidienne, avec guidage scanographique"
AHLH014,"Infiltration thérapeutique de nerf spinal à l'émergence rachidienne, avec guidage radiologique"
AHLH015,"Infiltration thérapeutique d'un nerf profond dans un canal ostéofibreux, avec guidage scanographique"
AHLH016,"Infiltration anesthésique du plexus lombosacral avec évaluation diagnostique et pronostique, avec guidage radiologique"
AHLH017,"Infiltration thérapeutique de rameau dorsal de nerf spinal, avec guidage scanographique"
AHLH018,"Infiltration thérapeutique de rameau dorsal de nerf spinal, avec guidage radiologique"
AHLH019,"Bloc anesthésique continu du plexus lombosacral, avec guidage scanographique"
AHLH020,"Infiltration anesthésique de tronc nerveux profond avec évaluation diagnostique et pronostique, avec guidage scanographique"
AHNB001,"Destruction de nerf de la paroi du tronc, par voie transcutanée"
AHNB002,"Destruction sélective unilatérale ou bilatérale du nerf grand occipital [grand nerf occipital d'Arnold], par voie transcutanée"
AHNH001,"Destruction du rameau dorsal d'un nerf spinal, par voie transcutanée avec guidage radiologique"
AHNH002,"Destruction du rameau dorsal d'un nerf spinal, par voie transcutanée avec guidage scanographique"
AHPA001,"Libération de nerf à la cheville et/ou au pied, par abord direct"
AHPA002,"Libération du plexus lombosacral, par abord direct"
AHPA003,"Section de nerf spinal profond avec déroutement, par abord direct"
AHPA004,"Libération du plexus brachial avec scalénotomie, par abord supraclaviculaire"
AHPA005,"Libération du plexus brachial avec scalénotomie et ablation de côte cervicale, par abord supraclaviculaire"
AHPA006,"Libération du plexus brachial, par abord supraclaviculaire et par abord infraclaviculaire"
AHPA007,"Neurotomie ou neurectomie intrafasciculaire ou extrafasciculaire des troncs et/ou des rameaux moteurs au membre supérieur, pour hyponeurotisation"
AHPA008,"Libération du nerf tibial [sciatique poplité interne] à la jambe et/ou au canal calcanéen, par abord direct"
AHPA009,"Libération du nerf médian au canal carpien, par abord direct"
AHPA010,"Libération du nerf fibulaire commun [sciatique poplité externe] au genou, par abord direct"
AHPA011,"Libération ou résection d'un nerf digital plantaire, par abord direct"
AHPA012,"Libération du nerf supraclaviculaire et/ou de ses branches, par abord direct"
AHPA013,"Libération du nerf musculocutané, par abord direct"
AHPA014,"Libération de nerf de la paroi du tronc, par abord direct"
AHPA015,"Neurotomie ou neurectomie intrafasciculaire ou extrafasciculaire des troncs ou des rameaux moteurs au membre inférieur, pour hyponeurotisation"
AHPA016,"Libération du nerf circonflexe, par abord direct"
AHPA017,"Libération du nerf fémoral [crural], du nerf sciatique et/ou de leurs branches à la racine du membre inférieur ou à la cuisse, par abord direct"
AHPA018,"Section de nerf spinal superficiel avec déroutement, par abord direct"
AHPA019,"Section, résection ou destruction de nerf spinal superficiel, par abord direct"
AHPA020,"Libération du plexus brachial, par abord infraclaviculaire"
AHPA021,"Libération du nerf ulnaire au poignet et/ou à la main, par abord direct"
AHPA022,"Libération du nerf ulnaire au coude, par abord direct"
AHPA023,"Libération du nerf radial au coude, par abord direct"
AHPA024,"Libération de nerf spinal superficiel des membres, par abord direct"
AHPA025,"Radicotomie spinale, par abord postérieur"
AHPA026,"Dénervation complète du poignet, par abord direct"
AHPC001,"Libération du nerf médian au canal carpien, par vidéochirurgie"
AHQB001,"Électromyographie, au lit du malade"
AHQB002,Électromyographie analytique du périnée avec étude de la latence du réflexe bulbocaverneux et des potentiels évoqués somesthésiques cérébraux par stimulation du nerf pudendal [nerf honteux]
AHQB003,"Électromyographie analytique du périnée avec étude de la latence motrice du nerf pudendal [nerf honteux], par électrode aiguille"
AHQB004,Mesure des vitesses de conduction sensitive du nerf dorsal du pénis
AHQB006,"Macroélectromyographie, par électrode aiguille"
AHQB007,"Électromyographie de stimulodétection peropératoire, pendant 2 à 4 heures"
AHQB008,Électromyographie analytique du périnée par électrode aiguille
AHQB009,Mesure des vitesses de la conduction sensitive et de l'amplitude du potentiel sensitif de plus de 4nerfs
AHQB010,"Mesure des vitesses de conduction motrice et de l'amplitude des réponses musculaires de plus de 4 nerfs, sans étude de la conduction proximale"
AHQB011,Mesure des vitesses de la conduction sensitive et de l'amplitude du potentiel sensitif de 2 à 4 nerfs
AHQB012,"Électromyographie de stimulodétection peropératoire, pendant moins de 2 heures"
AHQB013,"Électromyographie de 7 muscles striés ou plus au repos et à l'effort, par électrode aiguille"
AHQB014,Mesure du réflexe nociceptif R III
AHQB015,"Électromyographie de fibre unique, par électrode aiguille"
AHQB016,"Électromyographie analytique du périnée, avec étude des latences des réflexes sacraux, de la vitesse de conduction sensitive du nerf dorsal du pénis, des potentiels évoqués somesthésiques cérébraux et des réponses cutanées sympathiques périnéales"
AHQB017,"Électromyographie de stimulodétection peropératoire, pendant plus de 4 heures"
AHQB018,"Mesure des réflexes nociceptifs spinaux d'au moins 2 nerfs, avec mesure des latences et des amplitudes"
AHQB019,Mesure des latences des réflexes sacraux
AHQB020,"Électromyographie de fibre unique du périnée avec étude de 20 paires de fibres, par électrode aiguille"
AHQB021,"Macroélectromyographie de fibre unique du périnée avec étude de 20 paires de fibres, par électrode aiguille"
AHQB022,"Mesure des vitesses de conduction motrice et de l'amplitude des réponses musculaires de plus de 4 nerfs, avec étude de la conduction proximale sur au moins 4 nerfs"
AHQB023,"Mesure des vitesses de conduction motrice et de l'amplitude des réponses musculaires de 2 à 4 nerfs, avec étude de la conduction proximale sur au moins 2 nerfs"
AHQB024,"Électromyographie de 3 à 6 muscles striés au repos et à l'effort sans stimulodétection, par électrode aiguille"
AHQB025,"Électromyographie de 1 ou 2 muscles striés au repos et à l'effort avec stimulodétection, par électrode aiguille"
AHQB026,"Électromyographie de 3 à 6 muscles striés au repos et à l'effort avec stimulodétection, par électrode aiguille"
